tweet_id,label,root_tweet_text,clean_text
1074,real,Here's how the coronavirus works. https://t.co/4p0E5HXEpk,here s how the coronavirus works
1075,fake,South Sudan records its first #coronavirus death https://t.co/ahCQL2ps2b https://t.co/AFOOJ90Oea,south sudan records its first coronavirus death
1076,real,"Contrary to what you’ve heard, shutting down the country is also the quickest way to get it started back up again. https://t.co/2FQg43jWtr",contrary to what you ve heard shutting down the country is also the quickest way to get it started back up again
1077,fake,"“On Mother’s Day, everyone was talking about their mother. But my mum isn’t here”.\n\nDiego Federici lost both his parents to Covid-19 - they died within a week of each other.\n\n@lindseyhilsum reports from Bergamo, Italy's coronavirus epicentre. https://t.co/GV3TpB87vb",on mother s day everyone was talking about their mother but my mum isn t here n ndiego federici lost both his parents to covid they died within a week of each other n n lindseyhilsum reports from bergamo italy s coronavirus epicentre
1078,fake,South Sudan records its first coronavirus death. All the latest updates: https://t.co/lLZsrKTzP3 https://t.co/HAP4MYsHxK,south sudan records its first coronavirus death all the latest updates
1079,fake,"Turkey's #coronavirus death toll reached 4,007, after 55 more people died in the last 24 hours https://t.co/RqL6eFrGLX https://t.co/CIofzb2P3g",turkey s coronavirus death toll reached after more people died in the last hours
1080,real,Radio Corona: The chaos of covid-19 testing data in the US https://t.co/ufkOGyromO,radio corona the chaos of covid testing data in the us
1081,real,"Just as schools and daycares in some states start to think through reopening, there is growing evidence that children may be vulnerable to a rare but serious complication triggered by COVID-19, which can include inflammation of the heart and its arteries. https://t.co/GG8Jkh3iKb https://t.co/nOJPwCvE1t",just as schools and daycares in some states start to think through reopening there is growing evidence that children may be vulnerable to a rare but serious complication triggered by covid which can include inflammation of the heart and its arteries
1082,real,.@techreview Radio Corona: The chaos of covid-19 testing data in the US https://t.co/dWnQCOfCZH,techreview radio corona the chaos of covid testing data in the us
1083,real,"Contrary to what you’ve heard, shutting down the country is also the quickest way to get it started back up again. https://t.co/2FQg432l4R",contrary to what you ve heard shutting down the country is also the quickest way to get it started back up again
1084,fake,Myth circulates online that prolonged use of face masks can cause hypercapnia 😷\nhttps://t.co/T8phgM6Gd0,myth circulates online that prolonged use of face masks can cause hypercapnia n
1085,fake,Don't fall for posts that say the CDC doesn't recommend healthy people wear face masks. That's old guidance — the agency now advises nearly everyone to wear a face covering in public. https://t.co/Hodydu1nZ6,don t fall for posts that say the cdc doesn t recommend healthy people wear face masks that s old guidance the agency now advises nearly everyone to wear a face covering in public
1086,real,"To make the #ReturnToWork easier, @EU_OSHA and @EU_Commission offers practical guidance to help employers create a proper #RiskAssessment in this changing working environment: https://t.co/f5OURxbdmo #COVID19 #StopthePandemic https://t.co/TWqHI0EyTX",to make the returntowork easier eu osha and eu commission offers practical guidance to help employers create a proper riskassessment in this changing working environment covid stopthepandemic
1087,real,23andMe is searching for genetic clues to why some get sick from covid-19 and others don't even have symptoms. https://t.co/fQFAbAJTxT,andme is searching for genetic clues to why some get sick from covid and others don t even have symptoms
1088,real,Here's how the coronavirus works. https://t.co/4p0E5HXEpk,here s how the coronavirus works
1089,real,"Contrary to what you’ve heard, shutting down the country is also the quickest way to get it started back up again. https://t.co/tkLfi05m8X",contrary to what you ve heard shutting down the country is also the quickest way to get it started back up again
1090,real,23andMe is searching for genetic clues to why some get sick from covid-19 and others don't even have symptoms. https://t.co/PShvr4HBGr,andme is searching for genetic clues to why some get sick from covid and others don t even have symptoms
1091,real,What if immunity to covid-19 doesn’t last? That's the big question that could determine the eventual toll of this disease. https://t.co/EMzJVfLHWK,what if immunity to covid doesn t last that s the big question that could determine the eventual toll of this disease
1092,fake,"""#Coronavirus Has Killed Over 41,200 People in #Iran, According to #MEK""\nBy @IranNewsUpdate1 \nWhile Iranian authorities downplay the real dimension of the coronavirus crisis, death toll of #COVIDー19 disease are daily exceeding, according to @Mojahedineng \nhttps://t.co/ww1A4bddRj",coronavirus has killed over people in iran according to mek nby irannewsupdate nwhile iranian authorities downplay the real dimension of the coronavirus crisis death toll of covid disease are daily exceeding according to mojahedineng n
1093,real,Here's how the coronavirus works. https://t.co/XAkLJGsb5O,here s how the coronavirus works
1094,fake,"The biotech crowd knows that Trump assumes his position at the podium and spews whoppers and he then has his dummies parrot his lies to the world; mean while, biotech &amp; world laughs: Trump unveils audacious plan to develop Covid-19 vaccine by end of 2020 https://t.co/SX0M97DQdh",the biotech crowd knows that trump assumes his position at the podium and spews whoppers and he then has his dummies parrot his lies to the world mean while biotech world laughs trump unveils audacious plan to develop covid vaccine by end of
1095,fake,"(39) 1st pic: me 2 months ago in a remote Egyptian COVID-19 military hospital, afraid to eat w/ my own hands. 2nd pic: me 9lbs lighter, getting an antibodies test (ironically at NYC's @MountSinaiNYC). Negative! Proof early tests were flawed. More at: https://t.co/ITYj7bL7Nl https://t.co/Aalrp5fZCC",st pic me months ago in a remote egyptian covid military hospital afraid to eat w my own hands nd pic me lbs lighter getting an antibodies test ironically at nyc s mountsinainyc negative proof early tests were flawed more at
1096,fake,It is a huge conflict of interest for the White House’s new vaccine czar to own $10 million of stock in a company receiving government funding to develop a COVID-19 vaccine. Dr. Slaoui should divest immediately. https://t.co/8IWLxVL7la,it is a huge conflict of interest for the white house s new vaccine czar to own million of stock in a company receiving government funding to develop a covid vaccine dr slaoui should divest immediately
1097,real,Why the #coronavirus lockdown is making the #Internet stronger than ever\n\nhttps://t.co/RDUvE3cntR by @strwbilly v/ @techreview\n#Covid19\nCc @DeepLearn007 @psb_dc @andi_staub @SpirosMargaris @AlaricAloor @jblefevre60 @ahier @AkwyZ,why the coronavirus lockdown is making the internet stronger than ever n n by strwbilly v techreview n covid ncc deeplearn psb dc andi staub spirosmargaris alaricaloor jblefevre ahier akwyz
1098,fake,Trump-Loving Pastor Tells Outrageous Lie: ‘Flu Vaccine Causes You to Test Positive for COVID-19’ https://t.co/IhHiyOdy7o,trump loving pastor tells outrageous lie flu vaccine causes you to test positive for covid
1099,real,The race to preserve the first draft of coronavirus history before it disappears from the internet. https://t.co/z0NW4KkSRD,the race to preserve the first draft of coronavirus history before it disappears from the internet
1100,real,"This piece reports that #AarogyaSetu has been ""whitelisted by all Indian telecom companies, so using it does not count against mobile data limits."" Can someone please confirm this? \n@reliancejio  @airtelindia @VodafoneIN  @ConnectCOAI\n\nhttps://t.co/6yI9NpETN9",this piece reports that aarogyasetu has been whitelisted by all indian telecom companies so using it does not count against mobile data limits can someone please confirm this n reliancejio airtelindia vodafonein connectcoai n n
1101,real,"Contrary to what you’ve heard, shutting down the country is also the quickest way to get it started back up again. https://t.co/tsYuZHKBoV",contrary to what you ve heard shutting down the country is also the quickest way to get it started back up again
1102,real,Millions of Indians are being forced to download the country’s coronavirus tracking app. It’s a line no other democracy has yet crossed in the fight against covid-19. https://t.co/rklB2MlY6f,millions of indians are being forced to download the country s coronavirus tracking app it s a line no other democracy has yet crossed in the fight against covid
1103,real,India is forcing people to use its covid app reports ⁦@MIT⁩ Technology Review on #AarogyaSetuApp \n“There is an infringement on human rights that is not justified...risk of initiating a tool that can be repurposed for surveillance after the pandemic” https://t.co/GqXsycfanj,india is forcing people to use its covid app reports mit technology review on aarogyasetuapp n there is an infringement on human rights that is not justified risk of initiating a tool that can be repurposed for surveillance after the pandemic
1104,real,"🔝 @WHO: There is an overall shortage of services within &amp; outside the health system to prevent and treat #NCDs such as #Cancers #Diabetes #HeartAttacks #Strokes #COPD, especially in majority of #LMIC where 85% of 15M NCD deaths between ages 30-70 occur.\nhttps://t.co/3agxFj4W2o",who there is an overall shortage of services within outside the health system to prevent and treat ncds such as cancers diabetes heartattacks strokes copd especially in majority of lmic where of m ncd deaths between ages occur n
1105,real,23andMe is searching for genetic clues to why some get sick from covid-19 and others don't even have symptoms. https://t.co/d3C5pTEgfW,andme is searching for genetic clues to why some get sick from covid and others don t even have symptoms
1106,real,Here's how the coronavirus works. https://t.co/aSmOtfFmrL,here s how the coronavirus works
1107,real,"This ⁦@BretStevensNYT⁩ column is sadly making the same false dichotomy that’s plaguing policy in DC: shutdown to stop COVID vs reopen to save economy \n\nWe should be investing in testing, treatments, and PPE so we can open safely and save the economy https://t.co/JezZveArQv",this bretstevensnyt column is sadly making the same false dichotomy that s plaguing policy in dc shutdown to stop covid vs reopen to save economy n nwe should be investing in testing treatments and ppe so we can open safely and save the economy
1108,real,Millions of Indians are being forced to download the country’s coronavirus tracking app. It’s a line no other democracy has yet crossed in the fight against covid-19. https://t.co/rklB2M4mHF,millions of indians are being forced to download the country s coronavirus tracking app it s a line no other democracy has yet crossed in the fight against covid
1109,real,One Indian state is flattening the coronavirus curve through epic levels of contact tracing and social assistance. Here’s what the rest of the world can learn from this success story.  https://t.co/UdAl7UVGZC,one indian state is flattening the coronavirus curve through epic levels of contact tracing and social assistance here s what the rest of the world can learn from this success story
1110,real,Who was asking me about mask research? This article has a lot of links https://t.co/ADiT9wVxd2,who was asking me about mask research this article has a lot of links
1111,real,"""The coronavirus disaster is not a discrete event ... The outcomes we’re currently coping with may appear sudden but have been designed into our health-care, political, economic, and social systems."" https://t.co/xReZDzGiZ0",the coronavirus disaster is not a discrete event the outcomes we re currently coping with may appear sudden but have been designed into our health care political economic and social systems
1112,real,The race to preserve the first draft of coronavirus history before it disappears from the internet. https://t.co/z0NW4KkSRD,the race to preserve the first draft of coronavirus history before it disappears from the internet
1113,real,"Contrary to what you’ve heard, shutting down the country is also the quickest way to get it started back up again. https://t.co/tsYuZHKBoV",contrary to what you ve heard shutting down the country is also the quickest way to get it started back up again
1114,real,Help your kids stay #HealthyAtHome  by taking a 20-minute break from work &amp; doing something the kids choose – like reading - together with them.\n\n📚 This new book of Sara &amp; Ario's adventure could be a good start https://t.co/E8EBarFxqU\n\nShare with us what’s your kids’ favorite! https://t.co/H9jNqEQbHc,help your kids stay healthyathome by taking a minute break from work doing something the kids choose like reading together with them n n this new book of sara ario s adventure could be a good start n nshare with us what s your kids favorite
1115,real,"Let’s grab your book 📚 &amp; watch\n@HowardDonald  reading “My Hero is You, How kids can fight #COVID19!” \n\nBooks: https://t.co/E8EBarFxqU\n\n#HealthyAtHome   #coronavirus",let s grab your book watch n howarddonald reading my hero is you how kids can fight covid n nbooks n n healthyathome coronavirus
1116,real,Here's how the coronavirus works. https://t.co/aSmOtfFmrL,here s how the coronavirus works
1117,real,23andMe is searching for genetic clues to why some get sick from covid-19 and others don't even have symptoms. https://t.co/d3C5pTEgfW,andme is searching for genetic clues to why some get sick from covid and others don t even have symptoms
1118,real,Millions of Indians are being forced to download the country’s coronavirus tracking app. It’s a line no other democracy has yet crossed in the fight against covid-19. https://t.co/rklB2MlY6f,millions of indians are being forced to download the country s coronavirus tracking app it s a line no other democracy has yet crossed in the fight against covid
1119,real,Pandemic conspiracy theorists are using an internet loophole to keep covid hoaxes alive—even after moderators and fact-checkers delete content. https://t.co/hMUYc9KRhY,pandemic conspiracy theorists are using an internet loophole to keep covid hoaxes alive even after moderators and fact checkers delete content
1120,real,Universal mask-wearing could be one of the most important tools in tackling the spread of COVID-19.\n\nhttps://t.co/5p61CMVvsf,universal mask wearing could be one of the most important tools in tackling the spread of covid n n
1121,real,"Finnish lung doctor Jere Reijula treats COVID-19 patients every day and sees how much the virus affects them.\n\nFrom first-hand experience, he explains why it is crucial to be #UnitedAgainstCoronavirus.\n\nJoin the Coronavirus #GlobalResponse → https://t.co/eDO3gbxdF3 https://t.co/9i7O6PZso8",finnish lung doctor jere reijula treats covid patients every day and sees how much the virus affects them n nfrom first hand experience he explains why it is crucial to be unitedagainstcoronavirus n njoin the coronavirus globalresponse
1122,real,One Indian state is flattening the coronavirus curve through epic levels of contact tracing and social assistance. Here’s what the rest of the world can learn from this success story.  https://t.co/UdAl7UVGZC,one indian state is flattening the coronavirus curve through epic levels of contact tracing and social assistance here s what the rest of the world can learn from this success story
1123,real,Sacramento D4CC is holding vigil outside the Yuba county jail where at least one detained immigrant is on a hunger strike to protest unsafe and unsanitary conditions. #coronavirus #FreeThemAll #DetentionIsDeadly https://t.co/npppnfi639,sacramento d cc is holding vigil outside the yuba county jail where at least one detained immigrant is on a hunger strike to protest unsafe and unsanitary conditions coronavirus freethemall detentionisdeadly
1124,real,Pandemic conspiracy theorists are using an internet loophole to keep covid hoaxes alive—even after moderators and fact-checkers delete content. https://t.co/hMUYca2sGy,pandemic conspiracy theorists are using an internet loophole to keep covid hoaxes alive even after moderators and fact checkers delete content
1125,real,"In this Special Feature, we round up the latest positive research that could bring us closer to the end of the #COVID19 pandemic. https://t.co/1QSzpxpVNw",in this special feature we round up the latest positive research that could bring us closer to the end of the covid pandemic
1126,real,23andMe is searching for genetic clues to why some get sick from covid-19 and others don't even have symptoms. https://t.co/d3C5pTEgfW,andme is searching for genetic clues to why some get sick from covid and others don t even have symptoms
1127,fake,"A necessity: Italy, France, Germany &amp; Norway+ the European commission &amp; council, called earlier this month for any innovative tools, therapeutics or vaccines to be shared equally &amp; fairly. US and UK 'lead push against global patent pool for Covid-19 drugs' https://t.co/4eI9VSQpVu",a necessity italy france germany norway the european commission council called earlier this month for any innovative tools therapeutics or vaccines to be shared equally fairly us and uk lead push against global patent pool for covid drugs
1128,real,This is what we know so far about how covid-19 affects the rest of the body \n\nhttps://t.co/se0R83j5ST,this is what we know so far about how covid affects the rest of the body n n
1129,real,Millions of Indians are being forced to download the country’s coronavirus tracking app. It’s a line no other democracy has yet crossed in the fight against covid-19. https://t.co/rklB2MlY6f,millions of indians are being forced to download the country s coronavirus tracking app it s a line no other democracy has yet crossed in the fight against covid
1130,fake,"Claim: WHO reported that no vegetarian has contracted the coronavirus. \n\nReality: WHO denied issuing the report; as of May 2020, health experts have said there is no scientific evidence to suggest that a vegetarian diet prevents infection from COVID-19\nhttps://t.co/PjUsRHqnK1",claim who reported that no vegetarian has contracted the coronavirus n nreality who denied issuing the report as of may health experts have said there is no scientific evidence to suggest that a vegetarian diet prevents infection from covid n
1131,real,"Contrary to what you’ve heard, shutting down the country is also the quickest way to get it started back up again. https://t.co/tsYuZHKBoV",contrary to what you ve heard shutting down the country is also the quickest way to get it started back up again
1132,real,Americans are reporting high levels of emotional distress from the coronavirus pandemic -- levels that some experts warn may lead to a national mental health crisis. https://t.co/sG4ZeZWH8d https://t.co/NAwwfgrN7H,americans are reporting high levels of emotional distress from the coronavirus pandemic levels that some experts warn may lead to a national mental health crisis
1133,real,Pandemic conspiracy theorists are using an internet loophole to keep covid hoaxes alive—even after moderators and fact-checkers delete content. https://t.co/hMUYca2sGy,pandemic conspiracy theorists are using an internet loophole to keep covid hoaxes alive even after moderators and fact checkers delete content
1134,real,Was that cold in February really covid-19? This former lab technician assembled his own antibody tests to help people find out. https://t.co/1jtHqCMWgS,was that cold in february really covid this former lab technician assembled his own antibody tests to help people find out
1135,fake,"No home remedies can protect against #COVID19, including vitamin C, essential oils, colloidal silver, sesame oil, garlic, fish tank cleaner, burning sage, injecting bleach, or sipping water every 15 minutes.\n\nWe debunk COVID-19 myths here: https://t.co/yqBccE474F\n\n#KnowTheFacts",no home remedies can protect against covid including vitamin c essential oils colloidal silver sesame oil garlic fish tank cleaner burning sage injecting bleach or sipping water every minutes n nwe debunk covid myths here n n knowthefacts
1136,real,Here's how the coronavirus works. https://t.co/aSmOtfFmrL,here s how the coronavirus works
1137,real,23andMe is searching for genetic clues to why some get sick from covid-19 and others don't even have symptoms. https://t.co/d3C5pTEgfW,andme is searching for genetic clues to why some get sick from covid and others don t even have symptoms
1138,real,Millions of Indians are being forced to download the country’s coronavirus tracking app. It’s a line no other democracy has yet crossed in the fight against covid-19. https://t.co/p4WQSYKUXb,millions of indians are being forced to download the country s coronavirus tracking app it s a line no other democracy has yet crossed in the fight against covid
1139,real,"From today, everyone in Wales with coronavirus symptoms can book a test.\n\nAs part of our Test, Trace, Protect strategy, we’ve joined the new UK-wide system for ordering home testing kits.\n\nMore information on how to book a test here ⬇️\n\nhttps://t.co/tVMVR17grC https://t.co/SqHWg6SHEe",from today everyone in wales with coronavirus symptoms can book a test n nas part of our test trace protect strategy we ve joined the new uk wide system for ordering home testing kits n nmore information on how to book a test here n n
1140,real,The race to preserve the first draft of coronavirus history before it disappears from the internet. https://t.co/U1CSOhCAK8,the race to preserve the first draft of coronavirus history before it disappears from the internet
1141,fake,"I tried to take today off, but then…. \n\n$MRNA issues a data-free coronavirus vaccine press release to prime the market for a $1B+ financing… \n\nAnd then Trump says he’s taking hydroxychloroquine. \n\nSo, ya… not much of a work break today.",i tried to take today off but then n n mrna issues a data free coronavirus vaccine press release to prime the market for a b financing n nand then trump says he s taking hydroxychloroquine n nso ya not much of a work break today
1142,real,"""The coronavirus disaster is not a discrete event ... The outcomes we’re currently coping with may appear sudden but have been designed into our health-care, political, economic, and social systems."" https://t.co/SSUkzjZOSh",the coronavirus disaster is not a discrete event the outcomes we re currently coping with may appear sudden but have been designed into our health care political economic and social systems
1143,fake,"Chinese people must wear face masks 'for at least another year' to fend off COVID, expert warns https://t.co/bczrzjK1Kj",chinese people must wear face masks for at least another year to fend off covid expert warns
1144,fake,"@murray_nyc @MollyJongFast @HoarseWisperer 4. Pompeo was backdooring military aid to KSA behind Congress' back and fired the IG for looking into it.\n\n5. thousands more dead and millions still out of work from Covid-19 (an evergreen, sadly)\n\n6. Barr nixxes the Obama investigation talk but bothsides it with POTUS'",murray nyc mollyjongfast hoarsewisperer pompeo was backdooring military aid to ksa behind congress back and fired the ig for looking into it n n thousands more dead and millions still out of work from covid an evergreen sadly n n barr nixxes the obama investigation talk but bothsides it with potus
1145,real,Was that cold in February really covid-19? This former lab technician assembled his own antibody tests to help people find out. https://t.co/Kmp9hrrGmP,was that cold in february really covid this former lab technician assembled his own antibody tests to help people find out
1146,fake,"New Evidence Shows Wearing Face Mask Can Help Coronavirus Enter the Brain and Pose More Health Risk, Warn Expert | Science Times - https://t.co/lYTylLs6vI",new evidence shows wearing face mask can help coronavirus enter the brain and pose more health risk warn expert science times
1147,real,Millions of Indians are being forced to download the country’s coronavirus tracking app. It’s a line no other democracy has yet crossed in the fight against covid-19. https://t.co/mro24KRtfo,millions of indians are being forced to download the country s coronavirus tracking app it s a line no other democracy has yet crossed in the fight against covid
1148,fake,Bill Gates did not say a COVID-19 vaccine his foundation is working on could kill nearly 1 million people. That's Pants on Fire. https://t.co/6bMrjSFIll https://t.co/0nmdsCCa8N,bill gates did not say a covid vaccine his foundation is working on could kill nearly million people that s pants on fire
1149,real,23andMe is searching for genetic clues to why some get sick from covid-19 and others don't even have symptoms. https://t.co/GvQwklMz0M,andme is searching for genetic clues to why some get sick from covid and others don t even have symptoms
1150,real,UVC light has a long and well-documented history of use in killing germs -- and has been shown to be effective against coronaviruses -- but its dangers and lack of regulation create roadblocks to widespread home use. https://t.co/RtkGH8lMQU https://t.co/2fcmlnHoZq,uvc light has a long and well documented history of use in killing germs and has been shown to be effective against coronaviruses but its dangers and lack of regulation create roadblocks to widespread home use
1151,real,"""The coronavirus disaster is not a discrete event ... The outcomes we’re currently coping with may appear sudden but have been designed into our health-care, political, economic, and social systems."" https://t.co/ZMfoADlUIu",the coronavirus disaster is not a discrete event the outcomes we re currently coping with may appear sudden but have been designed into our health care political economic and social systems
1152,fake,"It will be lost how adamant “serious people” were for a time about how masks didn’t work, like that viral “I am a DOCTOR and hand sanitizer will do nothing” tweet. https://t.co/uNq8UOPh0k",it will be lost how adamant serious people were for a time about how masks didn t work like that viral i am a doctor and hand sanitizer will do nothing tweet
1153,fake,No state is out of the woods. We don’t know what comes next with the coronavirus pandemic.\n\nThat’s why we need to act now to make sure November’s election isn’t a disaster on a national level.\n\nNo one should have to get sick because they wanted to vote.,no state is out of the woods we don t know what comes next with the coronavirus pandemic n nthat s why we need to act now to make sure november s election isn t a disaster on a national level n nno one should have to get sick because they wanted to vote
1154,real,The race to preserve the first draft of coronavirus history before it disappears from the internet. https://t.co/Wf3uQN61sc,the race to preserve the first draft of coronavirus history before it disappears from the internet
1155,fake,"@raj41353104 @GeetaNatha @Sunitagupta__ @krishnpria @jeetensingh @ShivshankarS @DS__Rajput @harshkkapoor @namoArunima @barotchetan99 @DJ007P More Vitamin D, Lower Risk of Severe COVID-19? https://t.co/7osa4TNn7Z \n3. Drink few times lemon, honey turmeric warm water with garlic and cinnamon (also improves immunity and cleans lungs too)",raj geetanatha sunitagupta krishnpria jeetensingh shivshankars ds rajput harshkkapoor namoarunima barotchetan dj p more vitamin d lower risk of severe covid n drink few times lemon honey turmeric warm water with garlic and cinnamon also improves immunity and cleans lungs too
1156,real,[Content from @Baidu_Inc] China is using autonomous vehicles in cities and hospitals across the country to combat Covid-19 and advance smart cities. @ApolloPlatform https://t.co/KBHuc3SSzO,content from baidu inc china is using autonomous vehicles in cities and hospitals across the country to combat covid and advance smart cities apolloplatform
1157,real,"Historic health assembly #WHA73 ends with global commitment to #COVID19 response. It calls for intensified efforts to control pandemic, equitable access to essential #health technologies to tackle #coronavirus &amp; independent evaluation of global response. https://t.co/JryPywS1HN https://t.co/DE9KRfl0tC",historic health assembly wha ends with global commitment to covid response it calls for intensified efforts to control pandemic equitable access to essential health technologies to tackle coronavirus independent evaluation of global response
1158,fake,"They’re still saying “flu kills 65k Americans every year! Stop the panic!” \n\nSure, in an unrestricted, cough in your face on crowded Metro USA, flu may kill 65k in a bad year. \n\nCOVID-19 has killed &gt; 90k Americans in a locked down, shut down, Mask-wearing USA in 3 months.",they re still saying flu kills k americans every year stop the panic n nsure in an unrestricted cough in your face on crowded metro usa flu may kill k in a bad year n ncovid has killed k americans in a locked down shut down mask wearing usa in months
1159,real,"“Let our shared humanity be the antidote to our shared threat” 💬 @DrTedros\n \nThe landmark resolution was adopted by 130 countries, all supporting a global #coronavirus response. \n \nFind out more ➡️ https://t.co/5d7c1T6zfs | #WHA73",let our shared humanity be the antidote to our shared threat drtedros n nthe landmark resolution was adopted by countries all supporting a global coronavirus response n nfind out more wha
1160,fake,"A Facebook post said “If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.” Masks do help contain COVID-19, and CDC is recommending them for jails and prisons. https://t.co/QIXiuZQyL7",a facebook post said if masks prevent coronavirus governors would have given them to prison inmates instead of releasing them masks do help contain covid and cdc is recommending them for jails and prisons
1161,real,Pandemic conspiracy theorists are using an internet loophole to keep covid hoaxes alive—even after moderators and fact-checkers delete content. https://t.co/ODG5wpfpie,pandemic conspiracy theorists are using an internet loophole to keep covid hoaxes alive even after moderators and fact checkers delete content
1162,real,"By the end of the year, people may be able to take at-home genetic tests to spot the coronavirus. https://t.co/khNVQw9bmL",by the end of the year people may be able to take at home genetic tests to spot the coronavirus
1163,real,"On the #MayoClinic Q&amp;A podcast, Dr. Gregory Poland, an infectious diseases expert and head of Mayo Clinic’s Vaccine Research Group, covers the latest news on the #COVID19 pandemic. \nhttps://t.co/PDppqXUTHP",on the mayoclinic q a podcast dr gregory poland an infectious diseases expert and head of mayo clinic s vaccine research group covers the latest news on the covid pandemic n
1164,real,Apple and Google have released their covid tracing technology to 22 countries. This partnership means almost every smartphone worldwide will be able to detect each other and share information about potential exposure to the disease. https://t.co/2WdTqJNOvt,apple and google have released their covid tracing technology to countries this partnership means almost every smartphone worldwide will be able to detect each other and share information about potential exposure to the disease
1165,real,"Drinking alcohol will not destroy the new coronavirus. 🍺\n\nHere, we take a closer look at the relationship between #COVID19 and alcohol, debunking some of the myths, and looking at how alcohol can impact our #mentalhealth. #MentalHealthAwarenessMonth https://t.co/SVDZthwRXI",drinking alcohol will not destroy the new coronavirus n nhere we take a closer look at the relationship between covid and alcohol debunking some of the myths and looking at how alcohol can impact our mentalhealth mentalhealthawarenessmonth
1166,real,"Billions of people are potentially covered by Apple-Google's release of its covid tracing technology, but notable omissions include France and the United Kingdom. https://t.co/7MF2bZy0bM",billions of people are potentially covered by apple google s release of its covid tracing technology but notable omissions include france and the united kingdom
1167,real,"Is it just a cold, or do you have covid-19? By the end of the year, people may be able to test themselves for the coronavirus. https://t.co/revGcitQsF",is it just a cold or do you have covid by the end of the year people may be able to test themselves for the coronavirus
1168,real,Studies on macaques suggest that getting coronavirus grants you some immunity to catching it again—and that vaccines also seem to offer some protection. https://t.co/Vvrp9iiZbA,studies on macaques suggest that getting coronavirus grants you some immunity to catching it again and that vaccines also seem to offer some protection
1169,real,"By the end of the year, people may be able to take at-home genetic tests to spot the coronavirus. https://t.co/revGcitQsF",by the end of the year people may be able to take at home genetic tests to spot the coronavirus
1170,real,The coronavirus pandemic has breathed new life into a decades-old technique that can zap viruses and bacteria: ultraviolet light. What you need to know: https://t.co/whuA6ObUnt https://t.co/wsjLOdJwSR,the coronavirus pandemic has breathed new life into a decades old technique that can zap viruses and bacteria ultraviolet light what you need to know
1171,real,#ReturnToWork after #isolation: @EU_OSHA and @EU_Commission guidance provides answers on how to resume work in a safe and healthy way; now available in 25 languages: https://t.co/f5OURxbdmo #COVID19 #EUhealthyworkplaces @NicolasSchmitEU https://t.co/B4ReU5Q25H,returntowork after isolation eu osha and eu commission guidance provides answers on how to resume work in a safe and healthy way now available in languages covid euhealthyworkplaces nicolasschmiteu
1172,fake,"Had Johnson imposed lockdown just 7 days earlier, the tragic death toll in Britain would be on a par with 8,000 in Germany. \n\nTHREE QUARTERS of the Coronavirus deaths in Britain did not have to happen. \n\nIf you’re not angry, you should be.\n\n@BorisJohnson must be held to account.",had johnson imposed lockdown just days earlier the tragic death toll in britain would be on a par with in germany n nthree quarters of the coronavirus deaths in britain did not have to happen n nif you re not angry you should be n n borisjohnson must be held to account
1173,real,"Is it just a cold, or do you have covid-19? By the end of the year, people may be able to test themselves for the coronavirus. https://t.co/tIjdNVlylX",is it just a cold or do you have covid by the end of the year people may be able to test themselves for the coronavirus
1174,real,"United States, we have a [testing] problem\n https://t.co/EZcyu537Kh @Katie_Thomas\nhttps://t.co/OarYxtZu3y @msjpauly @MotherJones \nhttps://t.co/nFFsDVDytA @antonioregalado @n_vpatel @techreview \nWe can't get to massive testing w/o a home, rapid, accurate kit https://t.co/9gBSqI3GJ5",united states we have a testing problem n katie thomas n msjpauly motherjones n antonioregalado n vpatel techreview nwe can t get to massive testing w o a home rapid accurate kit
1175,real,"A study estimates that a single minute of loud speaking generates at least 1,000 covid-containing droplets, and these droplets stay airborne for longer than eight minutes, and sometimes as long as 14 minutes. https://t.co/AXipfkWCT3",a study estimates that a single minute of loud speaking generates at least covid containing droplets and these droplets stay airborne for longer than eight minutes and sometimes as long as minutes
1176,fake,"A viral social media post falsely claims Dr. Anthony Fauci is “pushing” remdesivir as a potential COVID-19 treatment drug, because he “invented” it with Bill Gates and they stand to profit from it. https://t.co/v8AMWaFxCm",a viral social media post falsely claims dr anthony fauci is pushing remdesivir as a potential covid treatment drug because he invented it with bill gates and they stand to profit from it
1177,real,@raj41353104 @GeetaNatha @Sunitagupta__ @krishnpria @jeetensingh @ShivshankarS @DS__Rajput @harshkkapoor @namoArunima @barotchetan99 @DJ007P Latest news on #WuhanVirus \nLife After COVID-19: The Road To Recovery https://t.co/bgdAY6muUw\n \n#ChinaLiedAndPeopleDied \n#ChinaMustPay \n#CongressWithChina\n#ChinaUsesNepal supported by #Naxalite n @INCIndia,raj geetanatha sunitagupta krishnpria jeetensingh shivshankars ds rajput harshkkapoor namoarunima barotchetan dj p latest news on wuhanvirus nlife after covid the road to recovery n n chinaliedandpeopledied n chinamustpay n congresswithchina n chinausesnepal supported by naxalite n incindia
1178,fake,"She is an ER doctor fighting COVID-19 in one of Italy’s hardest-hit hospitals. Her son says, ""I imagine Mom like Captain America."" Her daughter says, ""I'm scared.""\n\nA window into how the coronavirus crisis is affecting the children of health care workers: https://t.co/Xb2SKFeAt0 https://t.co/y1wgLvegvE",she is an er doctor fighting covid in one of italy s hardest hit hospitals her son says i imagine mom like captain america her daughter says i m scared n na window into how the coronavirus crisis is affecting the children of health care workers
